#SRCNAME|DSTNAME|METRIC=VALUE,METRIC=VALUE,...
aws.ap-south-1|azure.westeurope|cost=109.30,delay=133.81
aws.ap-south-1|azure.centralus|cost=109.30,delay=239.73
aws.ap-south-1|azure.southafricanorth|cost=109.30,delay=270.56
aws.ap-south-1|azure.centralindia|cost=109.30,delay=4.40
aws.ap-south-1|azure.eastasia|cost=109.30,delay=90.12
aws.ap-south-1|azure.japaneast|cost=109.30,delay=128.20
aws.ap-south-1|azure.koreacentral|cost=109.30,delay=131.51
aws.ap-south-1|azure.canadacentral|cost=109.30,delay=219.50
aws.ap-south-1|azure.francecentral|cost=109.30,delay=129.18
aws.ap-south-1|azure.germanywestcentral|cost=109.30,delay=128.60
aws.ap-south-1|azure.norwayeast|cost=109.30,delay=148.41
aws.ap-south-1|azure.polandcentral|cost=109.30,delay=144.42
aws.ap-south-1|azure.switzerlandnorth|cost=109.30,delay=117.48
aws.ap-south-1|azure.uaenorth|cost=109.30,delay=28.34
aws.ap-south-1|azure.brazilsouth|cost=109.30,delay=309.06
aws.ap-south-1|azure.qatarcentral|cost=109.30,delay=37.81
aws.ap-south-1|azure.northcentralus|cost=109.30,delay=227.75
aws.ap-south-1|azure.westus|cost=109.30,delay=226.42
aws.ap-south-1|azure.westcentralus|cost=109.30,delay=243.98
aws.ap-south-1|azure.australiacentral|cost=109.30,delay=146.47
aws.ap-south-1|azure.australiasoutheast|cost=109.30,delay=136.59
aws.ap-south-1|azure.japanwest|cost=109.30,delay=139.52
aws.ap-south-1|azure.koreasouth|cost=109.30,delay=121.92
aws.ap-south-1|azure.southindia|cost=109.30,delay=29.64
aws.ap-south-1|azure.canadaeast|cost=109.30,delay=227.56
aws.ap-south-1|azure.ukwest|cost=109.30,delay=136.47
aws.ap-northeast-3|aws.us-east-1|cost=90.00,delay=149.51
aws.ap-northeast-3|aws.us-east-2|cost=90.00,delay=136.91
aws.ap-northeast-3|aws.us-west-1|cost=90.00,delay=108.48
aws.ap-northeast-3|aws.us-west-2|cost=90.00,delay=98.08
aws.ap-northeast-3|aws.ap-south-1|cost=90.00,delay=127.19
aws.ap-northeast-3|aws.ap-northeast-2|cost=90.00,delay=22.86
aws.ap-northeast-3|aws.ap-southeast-1|cost=90.00,delay=77.34
aws.ap-northeast-3|aws.ap-southeast-2|cost=90.00,delay=121.90
aws.ap-northeast-3|aws.ap-northeast-1|cost=90.00,delay=8.23
aws.ap-northeast-3|aws.ca-central-1|cost=90.00,delay=153.13
aws.ap-northeast-3|aws.eu-central-1|cost=90.00,delay=231.99
aws.ap-northeast-3|aws.eu-west-1|cost=90.00,delay=205.43
aws.ap-northeast-3|aws.eu-west-2|cost=90.00,delay=215.29
aws.ap-northeast-3|aws.eu-west-3|cost=90.00,delay=220.58
aws.ap-northeast-3|aws.eu-north-1|cost=90.00,delay=248.66
aws.ap-northeast-3|aws.sa-east-1|cost=90.00,delay=261.18
aws.ap-northeast-3|gcp.northamerica-northeast1|cost=114.00,delay=157.41
aws.ap-northeast-3|gcp.northamerica-northeast2|cost=114.00,delay=150.86
aws.ap-northeast-3|gcp.southamerica-east1|cost=114.00,delay=262.34
aws.ap-northeast-3|gcp.southamerica-west1|cost=114.00,delay=212.19
aws.ap-northeast-3|gcp.us-central1|cost=114.00,delay=152.33
aws.ap-northeast-3|gcp.us-east1|cost=114.00,delay=167.90
aws.ap-northeast-3|gcp.us-east4|cost=114.00,delay=152.80
aws.ap-northeast-3|gcp.us-east5|cost=114.00,delay=147.00
aws.ap-northeast-3|gcp.us-south1|cost=114.00,delay=140.68
aws.ap-northeast-3|gcp.us-west1|cost=114.00,delay=97.40
aws.ap-northeast-3|gcp.us-west2|cost=114.00,delay=107.28
aws.ap-northeast-3|gcp.us-west3|cost=114.00,delay=119.99
aws.ap-northeast-3|gcp.us-west4|cost=114.00,delay=113.32
aws.ap-northeast-3|gcp.europe-central2|cost=114.00,delay=252.75
aws.ap-northeast-3|gcp.europe-north1|cost=114.00,delay=253.98
aws.ap-northeast-3|gcp.europe-southwest1|cost=114.00,delay=226.39
aws.ap-northeast-3|gcp.europe-west1|cost=114.00,delay=231.65
aws.ap-northeast-3|gcp.europe-west12|cost=114.00,delay=244.77
aws.ap-northeast-3|gcp.europe-west2|cost=114.00,delay=223.28
aws.ap-northeast-3|gcp.europe-west3|cost=114.00,delay=238.57
aws.ap-northeast-3|gcp.europe-west4|cost=114.00,delay=152.60
aws.ap-northeast-3|gcp.europe-west6|cost=114.00,delay=243.43
aws.ap-northeast-3|gcp.europe-west8|cost=114.00,delay=246.23
aws.ap-northeast-3|gcp.europe-west9|cost=114.00,delay=230.13
aws.ap-northeast-3|gcp.me-central1|cost=114.00,delay=180.83
aws.ap-northeast-3|gcp.me-west1|cost=114.00,delay=231.40
aws.ap-northeast-3|gcp.asia-east1|cost=114.00,delay=33.34
aws.ap-northeast-3|gcp.asia-east2|cost=114.00,delay=44.26
aws.ap-northeast-3|gcp.asia-northeast1|cost=114.00,delay=9.69
aws.ap-northeast-3|gcp.asia-northeast2|cost=114.00,delay=2.49
aws.ap-northeast-3|gcp.asia-northeast3|cost=114.00,delay=25.91
aws.ap-northeast-3|gcp.asia-south1|cost=114.00,delay=137.87
aws.ap-northeast-3|gcp.asia-south2|cost=114.00,delay=145.62
aws.ap-northeast-3|gcp.asia-southeast1|cost=114.00,delay=78.62
aws.ap-northeast-3|gcp.asia-southeast2|cost=114.00,delay=90.56
aws.ap-northeast-3|gcp.australia-southeast1|cost=114.00,delay=138.15
aws.ap-northeast-3|gcp.australia-southeast2|cost=114.00,delay=138.89
aws.ap-northeast-3|azure.eastus|cost=114.00,delay=166.43
aws.ap-northeast-3|azure.eastus2|cost=114.00,delay=161.36
aws.ap-northeast-3|azure.southcentralus|cost=114.00,delay=131.78
aws.ap-northeast-3|azure.westus2|cost=114.00,delay=104.52
aws.ap-northeast-3|azure.westus3|cost=114.00,delay=114.38
aws.ap-northeast-3|azure.australiaeast|cost=114.00,delay=146.94
aws.ap-northeast-3|azure.southeastasia|cost=114.00,delay=77.06
aws.ap-northeast-3|azure.northeurope|cost=114.00,delay=235.12
aws.ap-northeast-3|azure.swedencentral|cost=114.00,delay=246.90
aws.ap-northeast-3|azure.uksouth|cost=114.00,delay=226.38
aws.ap-northeast-3|azure.westeurope|cost=114.00,delay=229.52
aws.ap-northeast-3|azure.centralus|cost=114.00,delay=144.51
aws.ap-northeast-3|azure.southafricanorth|cost=114.00,delay=368.14
aws.ap-northeast-3|azure.centralindia|cost=114.00,delay=126.44
aws.ap-northeast-3|azure.eastasia|cost=114.00,delay=50.11
aws.ap-northeast-3|azure.japaneast|cost=114.00,delay=9.55
aws.ap-northeast-3|azure.koreacentral|cost=114.00,delay=27.68
aws.ap-northeast-3|azure.canadacentral|cost=114.00,delay=165.19
aws.ap-northeast-3|azure.francecentral|cost=114.00,delay=218.90
aws.ap-northeast-3|azure.germanywestcentral|cost=114.00,delay=226.14
aws.ap-northeast-3|azure.norwayeast|cost=114.00,delay=246.43
aws.ap-northeast-3|azure.polandcentral|cost=114.00,delay=240.23
aws.ap-northeast-3|azure.switzerlandnorth|cost=114.00,delay=221.28
aws.ap-northeast-3|azure.uaenorth|cost=114.00,delay=151.03
aws.ap-northeast-3|azure.brazilsouth|cost=114.00,delay=285.21
aws.ap-northeast-3|azure.qatarcentral|cost=114.00,delay=179.60
aws.ap-northeast-3|azure.northcentralus|cost=114.00,delay=154.06
aws.ap-northeast-3|azure.westus|cost=114.00,delay=112.26
aws.ap-northeast-3|azure.westcentralus|cost=114.00,delay=130.06
aws.ap-northeast-3|azure.australiacentral|cost=114.00,delay=151.82
aws.ap-northeast-3|azure.australiasoutheast|cost=114.00,delay=150.28
aws.ap-northeast-3|azure.japanwest|cost=114.00,delay=16.61
aws.ap-northeast-3|azure.koreasouth|cost=114.00,delay=29.73
aws.ap-northeast-3|azure.southindia|cost=114.00,delay=109.35
aws.ap-northeast-3|azure.canadaeast|cost=114.00,delay=173.70
aws.ap-northeast-3|azure.ukwest|cost=114.00,delay=229.53
aws.ap-northeast-2|aws.us-east-1|cost=80.00,delay=172.94
aws.ap-northeast-2|aws.us-east-2|cost=80.00,delay=159.83
aws.ap-northeast-2|aws.us-west-1|cost=80.00,delay=129.47
aws.ap-northeast-2|aws.us-west-2|cost=80.00,delay=119.26
aws.ap-northeast-2|aws.ap-south-1|cost=80.00,delay=129.12
aws.ap-northeast-2|aws.ap-northeast-3|cost=80.00,delay=22.90
aws.ap-northeast-2|aws.ap-southeast-1|cost=80.00,delay=82.04
aws.ap-northeast-2|aws.ap-southeast-2|cost=80.00,delay=142.80
aws.ap-northeast-2|aws.ap-northeast-1|cost=80.00,delay=33.60
aws.ap-northeast-2|aws.ca-central-1|cost=80.00,delay=176.12
aws.ap-northeast-2|aws.eu-central-1|cost=80.00,delay=221.22
aws.ap-northeast-2|aws.eu-west-1|cost=80.00,delay=228.66
aws.ap-northeast-2|aws.eu-west-2|cost=80.00,delay=238.25
aws.ap-northeast-2|aws.eu-west-3|cost=80.00,delay=243.41
aws.ap-northeast-2|aws.eu-north-1|cost=80.00,delay=240.57
aws.ap-northeast-2|aws.sa-east-1|cost=80.00,delay=284.11
aws.ap-northeast-2|gcp.northamerica-northeast1|cost=126.00,delay=177.65
aws.ap-northeast-2|gcp.northamerica-northeast2|cost=126.00,delay=171.18
aws.ap-northeast-2|gcp.southamerica-east1|cost=126.00,delay=283.82
aws.ap-northeast-2|gcp.southamerica-west1|cost=126.00,delay=234.29
aws.ap-northeast-2|gcp.us-central1|cost=126.00,delay=174.22
aws.ap-northeast-2|gcp.us-east1|cost=126.00,delay=189.54
aws.ap-northeast-2|gcp.us-east4|cost=126.00,delay=173.00
aws.ap-northeast-2|gcp.us-east5|cost=126.00,delay=167.44
aws.ap-northeast-2|gcp.us-south1|cost=126.00,delay=162.58
aws.ap-northeast-2|gcp.us-west1|cost=126.00,delay=117.91
aws.ap-northeast-2|gcp.us-west2|cost=126.00,delay=129.27
aws.ap-northeast-2|gcp.us-west3|cost=126.00,delay=142.07
aws.ap-northeast-2|gcp.us-west4|cost=126.00,delay=135.42
aws.ap-northeast-2|gcp.europe-central2|cost=126.00,delay=273.32
aws.ap-northeast-2|gcp.europe-north1|cost=126.00,delay=274.34
aws.ap-northeast-2|gcp.europe-southwest1|cost=126.00,delay=246.96
aws.ap-northeast-2|gcp.europe-west1|cost=126.00,delay=252.18
aws.ap-northeast-2|gcp.europe-west12|cost=126.00,delay=265.30
aws.ap-northeast-2|gcp.europe-west2|cost=126.00,delay=243.58
aws.ap-northeast-2|gcp.europe-west3|cost=126.00,delay=259.03
aws.ap-northeast-2|gcp.europe-west4|cost=126.00,delay=174.24
aws.ap-northeast-2|gcp.europe-west6|cost=126.00,delay=263.85
aws.ap-northeast-2|gcp.europe-west8|cost=126.00,delay=266.64
aws.ap-northeast-2|gcp.europe-west9|cost=126.00,delay=250.36
aws.ap-northeast-2|gcp.me-central1|cost=126.00,delay=196.71
aws.ap-northeast-2|gcp.me-west1|cost=126.00,delay=247.10
aws.ap-northeast-2|gcp.asia-east1|cost=126.00,delay=48.00
aws.ap-northeast-2|gcp.asia-east2|cost=126.00,delay=79.61
aws.ap-northeast-2|gcp.asia-northeast1|cost=126.00,delay=33.37
aws.ap-northeast-2|gcp.asia-northeast2|cost=126.00,delay=29.34
aws.ap-northeast-2|gcp.asia-northeast3|cost=126.00,delay=2.70
aws.ap-northeast-2|gcp.asia-south1|cost=126.00,delay=147.42
aws.ap-northeast-2|gcp.asia-south2|cost=126.00,delay=151.14
aws.ap-northeast-2|gcp.asia-southeast1|cost=126.00,delay=79.16
aws.ap-northeast-2|gcp.asia-southeast2|cost=126.00,delay=92.29
aws.ap-northeast-2|gcp.australia-southeast1|cost=126.00,delay=147.72
aws.ap-northeast-2|gcp.australia-southeast2|cost=126.00,delay=149.84
aws.ap-northeast-2|azure.eastus|cost=126.00,delay=187.79
aws.ap-northeast-2|azure.eastus2|cost=126.00,delay=181.01
aws.ap-northeast-2|azure.southcentralus|cost=126.00,delay=152.37
aws.ap-northeast-2|azure.westus2|cost=126.00,delay=124.63
aws.ap-northeast-2|azure.westus3|cost=126.00,delay=134.61
aws.ap-northeast-2|azure.australiaeast|cost=126.00,delay=165.05
aws.ap-northeast-2|azure.southeastasia|cost=126.00,delay=82.78
aws.ap-northeast-2|azure.northeurope|cost=126.00,delay=232.92
aws.ap-northeast-2|azure.swedencentral|cost=126.00,delay=255.01
aws.ap-northeast-2|azure.uksouth|cost=126.00,delay=224.10
aws.ap-northeast-2|azure.westeurope|cost=126.00,delay=229.48
aws.ap-northeast-2|azure.centralus|cost=126.00,delay=164.08
aws.ap-northeast-2|azure.southafricanorth|cost=126.00,delay=373.45
aws.ap-northeast-2|azure.centralindia|cost=126.00,delay=123.77
aws.ap-northeast-2|azure.eastasia|cost=126.00,delay=83.87
aws.ap-northeast-2|azure.japaneast|cost=126.00,delay=29.95
aws.ap-northeast-2|azure.koreacentral|cost=126.00,delay=2.58
aws.ap-northeast-2|azure.canadacentral|cost=126.00,delay=185.18
aws.ap-northeast-2|azure.francecentral|cost=126.00,delay=226.62
aws.ap-northeast-2|azure.germanywestcentral|cost=126.00,delay=233.28
aws.ap-northeast-2|azure.norwayeast|cost=126.00,delay=252.71
aws.ap-northeast-2|azure.polandcentral|cost=126.00,delay=247.92
aws.ap-northeast-2|azure.switzerlandnorth|cost=126.00,delay=227.83
aws.ap-northeast-2|azure.uaenorth|cost=126.00,delay=155.63
aws.ap-northeast-2|azure.brazilsouth|cost=126.00,delay=305.68
aws.ap-northeast-2|azure.qatarcentral|cost=126.00,delay=178.61
aws.ap-northeast-2|azure.northcentralus|cost=126.00,delay=172.62
aws.ap-northeast-2|azure.westus|cost=126.00,delay=132.58
aws.ap-northeast-2|azure.westcentralus|cost=126.00,delay=150.75
aws.ap-northeast-2|azure.australiacentral|cost=126.00,delay=169.08
aws.ap-northeast-2|azure.australiasoutheast|cost=126.00,delay=157.97
aws.ap-northeast-2|azure.japanwest|cost=126.00,delay=29.24
aws.ap-northeast-2|azure.koreasouth|cost=126.00,delay=8.58
aws.ap-northeast-2|azure.southindia|cost=126.00,delay=114.47
aws.ap-northeast-2|azure.canadaeast|cost=126.00,delay=189.50
aws.ap-northeast-2|azure.ukwest|cost=126.00,delay=236.14
aws.ap-southeast-1|aws.us-east-1|cost=90.00,delay=209.78
aws.ap-southeast-1|aws.us-east-2|cost=90.00,delay=196.91
aws.ap-southeast-1|aws.us-west-1|cost=90.00,delay=172.21
aws.ap-southeast-1|aws.us-west-2|cost=90.00,delay=163.02
aws.ap-southeast-1|aws.ap-south-1|cost=90.00,delay=52.92
aws.ap-southeast-1|aws.ap-northeast-3|cost=90.00,delay=77.34
aws.ap-southeast-1|aws.ap-northeast-2|cost=90.00,delay=82.51
aws.ap-southeast-1|aws.ap-southeast-2|cost=90.00,delay=92.83
aws.ap-southeast-1|aws.ap-northeast-1|cost=90.00,delay=70.68
aws.ap-southeast-1|aws.ca-central-1|cost=90.00,delay=213.18
aws.ap-southeast-1|aws.eu-central-1|cost=90.00,delay=156.29
aws.ap-southeast-1|aws.eu-west-1|cost=90.00,delay=179.61
aws.ap-southeast-1|aws.eu-west-2|cost=90.00,delay=171.47
aws.ap-southeast-1|aws.eu-west-3|cost=90.00,delay=165.05
aws.ap-southeast-1|aws.eu-north-1|cost=90.00,delay=176.06
aws.ap-southeast-1|aws.sa-east-1|cost=90.00,delay=321.12
aws.ap-southeast-1|gcp.northamerica-northeast1|cost=120.00,delay=216.67
aws.ap-southeast-1|gcp.northamerica-northeast2|cost=120.00,delay=210.06
aws.ap-southeast-1|gcp.southamerica-east1|cost=120.00,delay=323.36
aws.ap-southeast-1|gcp.southamerica-west1|cost=120.00,delay=272.82
aws.ap-southeast-1|gcp.us-central1|cost=120.00,delay=212.59
aws.ap-southeast-1|gcp.us-east1|cost=120.00,delay=228.14
aws.ap-southeast-1|gcp.us-east4|cost=120.00,delay=211.62
aws.ap-southeast-1|gcp.us-east5|cost=120.00,delay=205.84
aws.ap-southeast-1|gcp.us-south1|cost=120.00,delay=200.77
aws.ap-southeast-1|gcp.us-west1|cost=120.00,delay=156.40
aws.ap-southeast-1|gcp.us-west2|cost=120.00,delay=167.84
aws.ap-southeast-1|gcp.us-west3|cost=120.00,delay=180.71
aws.ap-southeast-1|gcp.us-west4|cost=120.00,delay=173.74
aws.ap-southeast-1|gcp.europe-central2|cost=120.00,delay=218.19
aws.ap-southeast-1|gcp.europe-north1|cost=120.00,delay=235.95
aws.ap-southeast-1|gcp.europe-southwest1|cost=120.00,delay=204.38
aws.ap-southeast-1|gcp.europe-west1|cost=120.00,delay=204.19
aws.ap-southeast-1|gcp.europe-west12|cost=120.00,delay=195.51
aws.ap-southeast-1|gcp.europe-west2|cost=120.00,delay=208.76
aws.ap-southeast-1|gcp.europe-west3|cost=120.00,delay=203.94
aws.ap-southeast-1|gcp.europe-west4|cost=120.00,delay=212.78
aws.ap-southeast-1|gcp.europe-west6|cost=120.00,delay=198.81
aws.ap-southeast-1|gcp.europe-west8|cost=120.00,delay=194.62
aws.ap-southeast-1|gcp.europe-west9|cost=120.00,delay=201.84
aws.ap-southeast-1|gcp.me-central1|cost=120.00,delay=107.57
aws.ap-southeast-1|gcp.me-west1|cost=120.00,delay=157.83
aws.ap-southeast-1|gcp.asia-east1|cost=120.00,delay=45.67
aws.ap-southeast-1|gcp.asia-east2|cost=120.00,delay=37.23
aws.ap-southeast-1|gcp.asia-northeast1|cost=120.00,delay=73.89
aws.ap-southeast-1|gcp.asia-northeast2|cost=120.00,delay=76.80
aws.ap-southeast-1|gcp.asia-northeast3|cost=120.00,delay=75.79
aws.ap-southeast-1|gcp.asia-south1|cost=120.00,delay=61.46
aws.ap-southeast-1|gcp.asia-south2|cost=120.00,delay=72.68
aws.ap-southeast-1|gcp.asia-southeast1|cost=120.00,delay=1.90
aws.ap-southeast-1|gcp.asia-southeast2|cost=120.00,delay=15.11
aws.ap-southeast-1|gcp.australia-southeast1|cost=120.00,delay=94.29
aws.ap-southeast-1|gcp.australia-southeast2|cost=120.00,delay=86.01
aws.ap-southeast-1|azure.eastus|cost=120.00,delay=230.14
aws.ap-southeast-1|azure.eastus2|cost=120.00,delay=225.89
aws.ap-southeast-1|azure.southcentralus|cost=120.00,delay=196.16
aws.ap-southeast-1|azure.westus2|cost=120.00,delay=162.70
aws.ap-southeast-1|azure.westus3|cost=120.00,delay=178.64
aws.ap-southeast-1|azure.australiaeast|cost=120.00,delay=88.94
aws.ap-southeast-1|azure.southeastasia|cost=120.00,delay=1.96
aws.ap-southeast-1|azure.northeurope|cost=120.00,delay=163.33
aws.ap-southeast-1|azure.swedencentral|cost=120.00,delay=174.77
aws.ap-southeast-1|azure.uksouth|cost=120.00,delay=153.15
aws.ap-southeast-1|azure.westeurope|cost=120.00,delay=157.76
aws.ap-southeast-1|azure.centralus|cost=120.00,delay=202.62
aws.ap-southeast-1|azure.southafricanorth|cost=120.00,delay=305.64
aws.ap-southeast-1|azure.centralindia|cost=120.00,delay=51.14
aws.ap-southeast-1|azure.eastasia|cost=120.00,delay=33.72
aws.ap-southeast-1|azure.japaneast|cost=120.00,delay=69.48
aws.ap-southeast-1|azure.koreacentral|cost=120.00,delay=70.59
aws.ap-southeast-1|azure.canadacentral|cost=120.00,delay=225.24
aws.ap-southeast-1|azure.francecentral|cost=120.00,delay=144.65
aws.ap-southeast-1|azure.germanywestcentral|cost=120.00,delay=154.66
aws.ap-southeast-1|azure.norwayeast|cost=120.00,delay=174.31
aws.ap-southeast-1|azure.polandcentral|cost=120.00,delay=170.77
aws.ap-southeast-1|azure.switzerlandnorth|cost=120.00,delay=147.29
aws.ap-southeast-1|azure.uaenorth|cost=120.00,delay=75.41
aws.ap-southeast-1|azure.brazilsouth|cost=120.00,delay=343.50
aws.ap-southeast-1|azure.qatarcentral|cost=120.00,delay=104.31
aws.ap-southeast-1|azure.northcentralus|cost=120.00,delay=211.11
aws.ap-southeast-1|azure.westus|cost=120.00,delay=170.44
aws.ap-southeast-1|azure.westcentralus|cost=120.00,delay=188.78
aws.ap-southeast-1|azure.australiacentral|cost=120.00,delay=93.78
aws.ap-southeast-1|azure.australiasoutheast|cost=120.00,delay=84.74
aws.ap-southeast-1|azure.japanwest|cost=120.00,delay=77.09
aws.ap-southeast-1|azure.koreasouth|cost=120.00,delay=70.14
aws.ap-southeast-1|azure.southindia|cost=120.00,delay=34.40
aws.ap-southeast-1|azure.canadaeast|cost=120.00,delay=227.18
aws.ap-southeast-1|azure.ukwest|cost=120.00,delay=157.46
aws.ap-southeast-2|aws.us-east-1|cost=98.00,delay=197.56
aws.ap-southeast-2|aws.us-east-2|cost=98.00,delay=186.76
aws.ap-southeast-2|aws.us-west-1|cost=98.00,delay=138.12
aws.ap-southeast-2|aws.us-west-2|cost=98.00,delay=139.62
aws.ap-southeast-2|aws.ap-south-1|cost=98.00,delay=145.62
aws.ap-southeast-2|aws.ap-northeast-3|cost=98.00,delay=121.89
aws.ap-southeast-2|aws.ap-northeast-2|cost=98.00,delay=143.35
aws.ap-southeast-2|aws.ap-southeast-1|cost=98.00,delay=92.79
aws.ap-southeast-2|aws.ap-northeast-1|cost=98.00,delay=112.24
aws.ap-southeast-2|aws.ca-central-1|cost=98.00,delay=203.16
aws.ap-southeast-2|aws.eu-central-1|cost=98.00,delay=248.06
aws.ap-southeast-2|aws.eu-west-1|cost=98.00,delay=255.07
aws.ap-southeast-2|aws.eu-west-2|cost=98.00,delay=264.29
aws.ap-southeast-2|aws.eu-west-3|cost=98.00,delay=278.02
aws.ap-southeast-2|aws.eu-north-1|cost=98.00,delay=293.38
aws.ap-southeast-2|aws.sa-east-1|cost=98.00,delay=310.39
aws.ap-southeast-2|gcp.northamerica-northeast1|cost=114.00,delay=209.51
aws.ap-southeast-2|gcp.northamerica-northeast2|cost=114.00,delay=202.96
aws.ap-southeast-2|gcp.southamerica-east1|cost=114.00,delay=298.80
aws.ap-southeast-2|gcp.southamerica-west1|cost=114.00,delay=248.24
aws.ap-southeast-2|gcp.us-central1|cost=114.00,delay=184.62
aws.ap-southeast-2|gcp.us-east1|cost=114.00,delay=203.71
aws.ap-southeast-2|gcp.us-east4|cost=114.00,delay=203.32
aws.ap-southeast-2|gcp.us-east5|cost=114.00,delay=199.12
aws.ap-southeast-2|gcp.us-south1|cost=114.00,delay=176.72
aws.ap-southeast-2|gcp.us-west1|cost=114.00,delay=141.06
aws.ap-southeast-2|gcp.us-west2|cost=114.00,delay=143.18
aws.ap-southeast-2|gcp.us-west3|cost=114.00,delay=155.96
aws.ap-southeast-2|gcp.us-west4|cost=114.00,delay=149.16
aws.ap-southeast-2|gcp.europe-central2|cost=114.00,delay=303.32
aws.ap-southeast-2|gcp.europe-north1|cost=114.00,delay=304.14
aws.ap-southeast-2|gcp.europe-southwest1|cost=114.00,delay=278.70
aws.ap-southeast-2|gcp.europe-west1|cost=114.00,delay=282.19
aws.ap-southeast-2|gcp.europe-west12|cost=114.00,delay=296.71
aws.ap-southeast-2|gcp.europe-west2|cost=114.00,delay=274.98
aws.ap-southeast-2|gcp.europe-west3|cost=114.00,delay=289.31
aws.ap-southeast-2|gcp.europe-west4|cost=114.00,delay=184.96
aws.ap-southeast-2|gcp.europe-west6|cost=114.00,delay=293.75
aws.ap-southeast-2|gcp.europe-west8|cost=114.00,delay=297.28
aws.ap-southeast-2|gcp.europe-west9|cost=114.00,delay=280.92
aws.ap-southeast-2|gcp.me-central1|cost=114.00,delay=300.30
aws.ap-southeast-2|gcp.me-west1|cost=114.00,delay=296.63
aws.ap-southeast-2|gcp.asia-east1|cost=114.00,delay=142.54
aws.ap-southeast-2|gcp.asia-east2|cost=114.00,delay=129.13
aws.ap-southeast-2|gcp.asia-northeast1|cost=114.00,delay=104.84
aws.ap-southeast-2|gcp.asia-northeast2|cost=114.00,delay=114.81
aws.ap-southeast-2|gcp.asia-northeast3|cost=114.00,delay=133.59
aws.ap-southeast-2|gcp.asia-south1|cost=114.00,delay=153.35
aws.ap-southeast-2|gcp.asia-south2|cost=114.00,delay=162.44
aws.ap-southeast-2|gcp.asia-southeast1|cost=114.00,delay=93.80
aws.ap-southeast-2|gcp.asia-southeast2|cost=114.00,delay=106.46
aws.ap-southeast-2|gcp.australia-southeast1|cost=114.00,delay=2.50
aws.ap-southeast-2|gcp.australia-southeast2|cost=114.00,delay=14.63
aws.ap-southeast-2|azure.eastus|cost=114.00,delay=204.44
aws.ap-southeast-2|azure.eastus2|cost=114.00,delay=198.57
aws.ap-southeast-2|azure.southcentralus|cost=114.00,delay=171.92
aws.ap-southeast-2|azure.westus2|cost=114.00,delay=150.40
aws.ap-southeast-2|azure.westus3|cost=114.00,delay=154.40
aws.ap-southeast-2|azure.australiaeast|cost=114.00,delay=2.99
aws.ap-southeast-2|azure.southeastasia|cost=114.00,delay=90.84
aws.ap-southeast-2|azure.northeurope|cost=114.00,delay=256.98
aws.ap-southeast-2|azure.swedencentral|cost=114.00,delay=283.25
aws.ap-southeast-2|azure.uksouth|cost=114.00,delay=256.72
aws.ap-southeast-2|azure.westeurope|cost=114.00,delay=261.57
aws.ap-southeast-2|azure.centralus|cost=114.00,delay=177.90
